file,keep,category,matched_class,foods,note
orig_p_1779351647150_10.jpg,KEEP,single_in,spicy-mixed-noodles,비빔국수(소면+빨간양념+반숙계란),"금속볼에 소면+빨간양념+계란, 메인 1개 비빔국수로 명확"
orig_p_1779351664158_13.jpg,KEEP,single_in,squid-dish,"오징어볶음(빨간양념), 반찬류(마늘·풋고추·무침·쌈장)","큰접시 오징어볶음(가닥형) 1개+나머지는 곁들이 반찬, squid-dish 단일"
orig_p_1779351665822_21.jpg,DROP,ood,none,닭/돼지 빨간 볶음(양파),단일접시지만 큼직한 고기 볶음(제육/닭볶음류)로 59클래스에 없음
orig_p_1779351666407_34.jpg,DROP,multi,none,"생선구이, 빨간볶음, 빨간찌개, 쌈채소, 다수 반찬","생선구이+볶음+찌개 등 서로다른 메인 다수의 한상, 사람 손 포함"
orig_p_1779351666424_35.jpg,DROP,ood,none,"제육볶음(빨간양념·양파), 김치",단일접시 제육볶음이나 59클래스에 없는 음식
orig_p_1779351666443_36.jpg,DROP,multi,none,"빨간 찌개(뚝배기), 빨간볶음, 전, 오징어무침, 다수 반찬",뚝배기 빨간찌개+볶음접시 등 서로다른 메인 2개+ 한상차림
orig_p_1779351672663_44.jpg,KEEP,single_in,jjigae-red,"뚝배기 빨간 찌개(두부·무 들어간 매운 찌개), 청양고추 반찬","뚝배기 매운 빨간찌개 메인1개 뚜렷, 곁들이 고추반찬뿐"
orig_p_1779351672737_47.jpg,DROP,multi,none,"오징어/제육 매운볶음 큰접시, 공기밥 2개, 미역줄기·마늘·청포묵 등 반찬 다수","가운데 볶음+공기밥+여러 반찬 한상차림, 메인 다수"
orig_p_1779351672819_50.jpg,DROP,scene_nonfood,none,김치·표고볶음·마늘고추·오징어무침·콩나물무침·쌈장 등 반찬만,"메인요리 없음, 반찬접시만 다수 — 비메인"
orig_p_1779351673831_53.jpg,KEEP,single_in,jjigae-red,"뚝배기 보글보글 끓는 찌개(두부·청양고추), 된장/빨간 찌개류","끓는 뚝배기 찌개 메인1개, 단일 클로즈업"
orig_p_1779351673963_59.jpg,DROP,ood,none,"매운 양념 닭/제육 볶음 한접시, 곁들이 김치 반찬",제육/닭갈비식 매운볶음 — 59클래스에 해당없음(OOD)
orig_p_1779351678803_75.jpg,DROP,multi,none,"뚝배기 국, 공기밥, 매운 볶음접시, 두부찌개, 김치·고추무침 등 반찬 다수","국+밥+볶음+찌개+반찬 한상차림, 메인 다수"
orig_p_1779351681510_81.jpg,DROP,scene_nonfood,none,반찬 모둠(김치·깍두기·무생채·나물·깻잎·마늘쫑·고추무침),메인 없이 곁들이 반찬만 있는 상차림
orig_p_1779351681577_84.jpg,DROP,multi,none,매운 닭/제육볶음 + 된장찌개 뚝배기 + 반찬 다수,볶음 메인과 찌개 뚝배기 등 서로 다른 메인이 함께한 한상
orig_p_1779351693650_7.jpg,DROP,ood,none,제육·두루치기(매운 돼지고기볶음) 한 접시,단일 메인이지만 두루치기는 59클래스에 없음
orig_p_1779351693743_12.jpg,DROP,multi,none,전골/매운탕 냄비 + 육회 비빔밥류 + 김·콩자반 등 한상,전골과 육회밥 등 여러 메인이 있는 한정식 한상
orig_p_1779351693818_16.jpg,KEEP,single_in,hot-pot,매운 전골(두부·버섯·당면·미나리) 한 냄비,"단일 전골이 화면 메인으로 뚜렷, hot-pot 일치"
orig_p_1779351693837_17.jpg,DROP,multi,none,매운 라면전골(계란) + 밥공기 + 반찬 + 함박스테이크,라면전골과 함박스테이크 등 여러 메인이 있는 한상
orig_p_1779351693856_18.jpg,KEEP,single_in,seafood-spicy-tang,"빨간 매운 국물 전골(돌솥, 깻잎 고명) - 해물매운탕류","돌솥에 빨간 매운국물 메인 1개, 우측 작은반찬은 곁들이 무시"
orig_p_1779351695279_26.jpg,KEEP,single_in,seafood-spicy-tang,"해물매운탕(큰 뚝배기, 팽이버섯·계란·해물)","빨간 해물탕 메인 1개 뚜렷, 우측 김·장아찌는 곁들이"
orig_p_1779351697632_36.jpg,KEEP,single_in,squid-dish,매운 오징어/쭈꾸미볶음(두부·파·고추 곁들임),"접시에 매운 오징어요리 메인 1개, 뒤 술병·양념은 비음식 무시"
orig_p_1779351699826_42.jpg,DROP,scene_nonfood,none,"젓가락으로 든 생선/고기 한점, 배경 흐림","메인은 젓가락에 든 한입, 플레이팅된 단일요리 아님·배경 흐림"
orig_p_1779351699900_45.jpg,KEEP,single_in,seafood-spicy-tang,"해물매운탕(뚝배기, 팽이버섯·반숙계란)","빨간 해물탕 메인 1개 뚜렷, 단일 KEEP"
orig_p_1779351699920_46.jpg,DROP,multi,none,공깃밥2·김·나물·김치·장아찌 한상차림,"밥+여러 반찬 한상, 뚜렷한 단일 메인 없음"
orig_p_1779351702341_52.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(두부·팽이버섯·깻잎·당면·새우),"휴대용 버너 위 뚝배기 빨간 전골 한 그릇, 메인 1개 뚜렷"
orig_p_1779351702362_53.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(당면·팽이버섯·삶은달걀·올리브),"냄비 빨간 전골 단일 메인, 곁들이 없음"
orig_p_1779351702505_59.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(두부·팽이버섯·깻잎·새우),"버너 위 빨간 전골 한 그릇, 메인 1개"
orig_p_1779351722535_71.jpg,KEEP,single_in,hot-pot,빨간 전골(팽이·삶은달걀) + 공기밥 + 반찬,"메인은 빨간 전골 1개, 공기밥·반찬은 곁들이로 무시"
orig_p_1779351722676_78.jpg,KEEP,single_in,hot-pot,곱창전골(빨간 국물·팽이버섯·깻잎),"버너 위 빨간 전골 단일 메인, 맥주·반찬은 곁들이"
orig_p_1779351725130_85.jpg,DROP,ood,none,날치알·캐비어·쪽파 올린 밥(날치알밥류),"날치알 가득 덮은 특수 밥, 59클래스에 해당 없음"
orig_p_1779351736487_8.jpg,KEEP,single_in,fried-chicken,"후라이드 치킨(팝콘/순살치킨), 빨간 소스","바구니에 순살 후라이드 치킨 한 종류만, 소스는 곁들이 - 단일 메인"
orig_p_1779351736623_15.jpg,KEEP,single_in,fried-food-platter,"튀김모둠(채소튀김·고추튀김 등), 단무지, 소스","바구니에 여러 종류 튀김이 한접시로 모여 튀김모둠, 단무지는 곁들이 - 단일"
orig_p_1779351736661_17.jpg,DROP,multi,none,"치즈 떡볶이(빨간), 튀김모둠 바구니",떡볶이 한 그릇과 튀김모둠 바구니 서로 다른 메인 2접시 - multi
orig_p_1779351736722_20.jpg,KEEP,single_in,fried-food-platter,"튀김(치즈볼/오징어튀김 추정), 케첩 소스","나무 트레이에 균일한 튀김 한 종류 한접시, 소스 곁들이 - 단일 튀김"
orig_p_1779351738332_25.jpg,DROP,ood,none,오므라이스(데미그라스 소스),계란으로 감싼 오므라이스 - 59클래스에 없는 음식 ood
orig_p_1779351740353_36.jpg,KEEP,single_in,tteokbokki-cream-rose,"로제떡볶이(크림로제, 치즈·파슬리), 단무지","크림로제 소스 떡볶이 한 그릇, 단무지 곁들이 - 단일 메인"
orig_p_1779351740376_37.jpg,KEEP,single_in,rice-bowl,제육볶음/불고기 덮밥 (밥 위 매운 고기·양파·청양고추 볶음),"밥 위에 매운 고기볶음 1접시 단일 메인, 덮밥에 해당"
orig_p_1779351740962_41.jpg,KEEP,single_in,tteokbokki-red,"라볶이 (떡볶이+라면사리, 빨간 양념, 계란)","빨간 떡볶이 단일 메인 한 냄비, 라면사리는 부재료로 떡볶이류"
orig_p_1779351741639_50.jpg,DROP,scene_nonfood,none,음식 아님 (떡볶이 가게 메뉴판/브로슈어),실제 음식이 아닌 인쇄 메뉴판 사진
orig_p_1779351741803_53.jpg,DROP,ood,none,오므라이스 (데미글라스 소스),오므라이스는 59클래스에 없음
orig_p_1779351741942_60.jpg,DROP,multi,none,"순대 한접시, 김말이·튀김 바구니, 치즈떡볶이 (한상)",순대·튀김모둠·치즈떡볶이 서로 다른 메인 3접시 한상차림
orig_p_1779351742672_61.jpg,DROP,ood,none,오므라이스 (케첩/소스),오므라이스는 59클래스에 없음
orig_p_1779351742719_63.jpg,DROP,multi,none,"치즈떡볶이(빨간소스+모짜렐라치즈), 오므라이스","앞 치즈떡볶이 + 뒤 오므라이스, 서로 다른 메인 2접시"
orig_p_1779351742767_65.jpg,KEEP,single_in,rice-bowl,제육덮밥(밥 위 매운 제육볶음·양파),"밥 위 매운 제육볶음 단일 메인, 덮밥 명확"
orig_p_1779351743541_78.jpg,DROP,multi,none,"치즈떡볶이, 순대/구운고기+샐러드, 군만두·어묵튀김",치즈요리·고기·튀김 등 여러 메인 한상차림
orig_p_1779351744127_82.jpg,KEEP,single_in,fried-food-platter,"모둠튀김(생선·해물튀김, 채소전)","바구니에 튀김 모둠 단일, 튀김 카테고리로 명확"
orig_p_1779351744705_86.jpg,DROP,multi,none,"라볶이(빨간 즉석떡볶이+라면), 순대/구운고기+샐러드, 모둠튀김",떡볶이전골·고기·튀김 여러 메인 한상차림
orig_p_1779351749368_91.jpg,DROP,borderline_dropped,none,치즈떡볶이/로제 클로즈업(빨간소스+모짜렐라치즈),"극단 클로즈업으로 메인 형태 식별 불가, 치즈·소스만 보임"
orig_p_1779351749385_92.jpg,DROP,multi,none,치즈 떡볶이(로제풍) 전골 한 냄비 + 튀김모둠 바구니,치즈떡볶이 냄비와 튀김모둠 바구니 두 메인이 함께 있어 단일 아님
orig_p_1779351749518_99.jpg,KEEP,single_in,tteokbokki-cream-rose,치즈가 덮인 로제풍 떡볶이 한 팬,"치즈 녹인 로제떡볶이 단일 메인, 59클래스 일치"
orig_p_1779351868909_8.jpg,DROP,multi,none,상추·양배추·나물·전(부침개)·소시지·각종 양념 등 여러 그릇,"뷔페/한상 준비대로 메인이 여러 접시, 단일 아님"
orig_p_1779351868960_11.jpg,KEEP,single_in,savory-pancake,전·부침개 대형 한 접시(동그랑땡·생선전류) + 김치·마늘 곁들이,"전 부침개 한 접시가 압도적 단일 메인, 김치·마늘은 곁들이"
orig_p_1779351869001_13.jpg,DROP,multi,none,전·소시지·튀김·고기 모둠 접시 + 공기밥 + 국 + 쌈채소 + 김치,"여러 메인 접시와 밥·국이 함께 차려진 한상, 단일 아님"
orig_p_1779351869019_14.jpg,DROP,scene_nonfood,none,"흐릿한 클로즈업, 양념무침·소시지 일부와 빈 흰 접시","초근접·흐림으로 메인 식별 불가, 학습 부적합"
orig_p_1779351869138_20.jpg,DROP,multi,none,"뷔페 한 접시(감자채볶음, 나물, 소시지, 계란말이, 동그랑땡, 햄, 깍두기 등)",여러 반찬을 담은 한 접시로 단일 메인요리 없음
orig_p_1779351871214_24.jpg,DROP,multi,none,"뷔페 진열대(찐만두, 멸치볶음, 오이무침, 양배추, 계란말이, 소시지, 나물 등 다수)",여러 반찬 그릇이 진열된 한상 뷔페 장면
orig_p_1779351871289_28.jpg,DROP,multi,none,"뷔페 진열대(찐만두, 계란말이, 소시지, 나물 등) + 한식뷔페 텍스트",텍스트 오버레이가 있는 뷔페 진열 한상 장면
orig_p_1779351871881_32.jpg,DROP,multi,none,"뷔페 진열대(소시지볶음, 풋고추, 배추, 멸치볶음, 무생채, 불고기, 비엔나소시지 등)",여러 반찬 트레이가 진열된 뷔페 장면
orig_p_1779351871919_34.jpg,DROP,multi,none,뷔페 진열대(여러 무침·나물·콩자반·고기볶음 등 다수 그릇),수많은 반찬 그릇이 늘어선 뷔페 진열 장면
orig_p_1779351871981_37.jpg,DROP,multi,none,"뷔페 진열대(동그랑땡, 무말랭이무침, 생선조림 등) + 텍스트","여러 접시가 함께 놓인 뷔페 한상 장면, 단일 메인 없음"
orig_p_1779351872039_40.jpg,DROP,multi,none,"뷔페 반찬 모음(소시지조림, 어묵볼, 계란말이, 나물, 쌈채소, 고추)","한식뷔페 반찬 여러 그릇 진열, 단일 메인 없음"
orig_p_1779351872601_43.jpg,DROP,scene_nonfood,none,"견과류·곡물 무침, 나물, 당근채, 깍두기 등 반찬 진열","뷔페 반찬 진열대 클로즈업, 메인요리 아님"
orig_p_1779351872638_45.jpg,DROP,multi,none,"무생채, 시금치나물, 콩나물무침, 오징어볶음, 가지볶음 등 반찬 여러 그릇","뷔페 반찬 여러 접시, 단일 메인 없음"
orig_p_1779351872657_46.jpg,DROP,multi,none,"잡곡밥, 무생채·나물·콩나물·생선·동그랑땡 등 반찬 한상","밥+여러 반찬 한상 차림, 서로 다른 반찬 다수"
orig_p_1779351872678_47.jpg,DROP,scene_nonfood,none,시장 한식뷔페 가게 전경(간판·사람·먼 음식 트레이),"가게 내부 전경, 음식이 메인이 아닌 장면"
orig_p_1779351872742_50.jpg,DROP,multi,none,"생선구이, 나물, 소시지, 콩조림, 호박전, 무생채 등 반찬 한접시","한 접시에 서로 다른 반찬 여러 종류, 단일 메인 불명확"
orig_p_1779351874817_52.jpg,DROP,multi,none,"잡곡밥(2공기), 미역국, 계란말이, 햄(스팸), 소시지, 버섯볶음, 밑반찬",밥·미역국·계란말이 등 여러 메인이 한상으로 차려진 백반 구성이라 단일 메인 아님
orig_p_1779351874919_57.jpg,DROP,scene_nonfood,none,"한식뷔페 진열대 각종 반찬·나물·무침, 주방 전경","한식뷔페 카운터 전경, 단일 접시 음식이 아닌 매장 진열 장면"
orig_p_1779351874979_60.jpg,DROP,multi,none,"생선구이, 계란말이, 햄, 간(부속), 각종 나물·무침이 담긴 뷔페 접시",뷔페에서 여러 메인·반찬을 한 접시에 모아담아 단일 메인 뚜렷하지 않음
orig_p_1779351878804_61.jpg,DROP,scene_nonfood,none,한식뷔페 진열대 각종 잡채·나물·무침·조림 대접 다수,"반찬 대접이 줄지어 놓인 뷔페 진열 장면, 단일 요리 아님"
orig_p_1779351878922_67.jpg,DROP,scene_nonfood,none,경주한식뷔페 계란말이·어묵볶음·나물·무침 등 여러 대접,"뷔페 진열대 여러 접시가 펼쳐진 장면, 단일 메인 식별 불가"
orig_p_1779351878943_68.jpg,DROP,scene_nonfood,none,경주한식뷔페 매장 간판과 진열된 각종 반찬·무침 트레이,"뷔페 매장 storefront·반찬 트레이 진열 장면, 비음식 요소 다수"
orig_p_1779351878981_70.jpg,DROP,scene_nonfood,none,한식뷔페 반찬통들(나물·무생채·멸치볶음·고추장아찌·콩자반 등 다수),"반찬 진열대 뷔페 통들만, 메인요리 없음"
orig_p_1779351882601_72.jpg,DROP,multi,none,"잡곡밥 한 공기, 국, 김, 미역, 김치·반찬 접시","잡곡밥+국+반찬 한상, 뚜렷한 단일 메인 아님(밥은 59클래스 아님)"
orig_p_1779351882727_78.jpg,DROP,scene_nonfood,none,한식뷔페 가게 외관·반찬 진열대(간판),"식당 매장 외관 장면, 음식 클로즈업 아님"
orig_p_1779351882746_79.jpg,DROP,scene_nonfood,none,쌈채소·풋고추·양념장·쌓인 빈 그릇(뷔페 준비대),"조리/세팅 준비 장면, 메인요리 없음"
orig_p_1779351884587_87.jpg,DROP,scene_nonfood,none,상추·풋고추·구운김(쌈 재료),"쌈 재료 채소만, 음식 메인 없음"
orig_p_1779351889639_96.jpg,DROP,multi,none,뷔페 접시 모둠반찬(튀김·무생채·나물·생선구이·고기볶음)+잡곡밥,"여러 반찬 한 접시+밥, 단일 메인 아님"
orig_p_1779351889685_98.jpg,DROP,multi,none,"맑은국, 된장찌개류, 잡곡밥, 흰밥, 전·나물·잡채 모둠 한 접시, 배경에 고기구이 등",국·찌개·밥·전모둠 등 여러 메인이 깔린 한상차림
orig_p_1779351921798_5.jpg,DROP,ood,none,"생소고기 슬라이스(쇠전뭉티기·육사시미), 쌈채소, 양념",날 소고기(육회/육사시미)는 59클래스의 raw-fish(생선회)에 해당 안 됨
orig_p_1779351921919_11.jpg,DROP,ood,none,"생소고기 슬라이스(육사시미), 미나리무침, 초장","날 소고기라 raw-fish(생선회)와 다름, 59클래스에 없음"
orig_p_1779351921997_15.jpg,KEEP,single_in,hot-pot,빨간 전골(팽이버섯·대파·깻잎 든 매운 전골),"메인 한 냄비 전골 뚜렷, hot-pot에 정확히 부합"
orig_p_1779351922034_17.jpg,DROP,multi,none,"메추리알장조림, 감자샐러드, 소시지·햄·단무지, 버섯무침 등 반찬 모둠","여러 종지 반찬뿐, 뚜렷한 단일 메인 없음"
orig_p_1779351923662_22.jpg,DROP,ood,none,"생소고기 슬라이스(육사시미), 쌈채소, 나물, 양념장","날 소고기라 raw-fish와 불일치, 59클래스에 없음"
orig_p_1779351923827_30.jpg,DROP,ood,none,육회비빔밥(생소고기 육회+콩나물+채소+밥),메인이 생소고기 육회로 59클래스에 없음(raw-fish는 생선회 한정)
orig_p_1779351925826_38.jpg,DROP,ood,none,생소고기 육회(슬라이스 한접시),육회/생소고기 슬라이스는 59클래스 미포함(회는 생선회만 해당)
orig_p_1779351926262_45.jpg,KEEP,single_in,hot-pot,"소고기 버섯 전골(빨간 국물, 팽이버섯·대파·고기)","불판 위 빨간 국물 전골 한솥, 메인 단일 hot-pot 명확"
orig_p_1779351926280_46.jpg,DROP,ood,none,생소고기 육회(슬라이스)+다수 반찬,메인이 생소고기 슬라이스로 59클래스에 없음
orig_p_1779351929471_53.jpg,DROP,ood,none,생소고기 육회(슬라이스)+반찬,"생소고기 슬라이스 메인, 59클래스 미포함"
orig_p_1779351929527_55.jpg,DROP,scene_nonfood,none,데친 상추/쌈채소(중앙)+하단 생소고기 일부,"중앙 메인이 데친 쌈채소(곁들이)뿐, 뚜렷한 59 메인요리 없음"
orig_p_1779351930445_62.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(콩나물·대파·두부·당면·버섯),"빨간 국물에 채소·당면 끓인 전골 한 냄비 단일, hot-pot 일치"
orig_p_1779351930487_64.jpg,DROP,scene_nonfood,none,생소고기(육사시미용 생고기 슬라이스),"조리 안 된 생고기 슬라이스, 59클래스 완성요리 아님"
orig_p_1779351935462_65.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(팽이버섯·대파·고기),"팽이버섯 올린 빨간 전골 한 냄비 단일, hot-pot 일치"
orig_p_1779351938532_74.jpg,KEEP,single_in,hot-pot,소고기 빨간 전골(소고기·버섯·대파),"소고기·버섯 빨간 국물 전골 한 냄비 단일, hot-pot 일치"
orig_p_1779351938640_80.jpg,DROP,ood,none,육회(양념 생소고기·깨·쪽파·배채),육회는 59클래스에 없음(raw-fish는 생선만 해당)
orig_p_1779351938996_82.jpg,DROP,multi,none,생소고기 한 접시·번데기·배추쌈·반찬 한상,"생고기 접시+번데기+여러 곁들이 한상, 메인 단일 아님"
orig_p_1779351939015_83.jpg,DROP,scene_nonfood,none,다진 고추양념(다대기)과 다진 마늘이 담긴 양념 종지,메인요리가 아닌 곁들임 양념(다대기·마늘) 종지로 비음식성 식탁 요소
orig_p_1779351939137_89.jpg,DROP,ood,none,"수육(편육) 한 접시, 미나리/채소 깔개",삶은 고기 수육 한 접시이나 59클래스에 수육이 없음(grilled류 아님)
orig_p_1779352027395_8.jpg,DROP,scene_nonfood,none,들깨 삼계탕(광고 이미지),효능 문구가 박힌 홍보용 합성 광고 이미지라 학습용 실사진 아님
orig_p_1779352029012_12.jpg,DROP,ood,none,"들깨 삼계탕, 풋고추·깍두기·마늘·양념 등 반찬 여러 종지",삼계탕은 59클래스에 없고 반찬 종지 다수 포함된 한상 구도
orig_p_1779352029052_14.jpg,DROP,ood,none,"삼계탕, 풋고추·무생채·양념·마늘 등 반찬 여러 종지","삼계탕은 59클래스 미포함, 주변 반찬 종지 다수 한상 구도"
orig_p_1779352029095_16.jpg,DROP,ood,none,"삼계탕(통닭+대파+미나리, 뚝배기 단독)",단독 단일 컷이나 삼계탕이 taxo59에 없어 OOD
orig_p_1779352029701_30.jpg,DROP,ood,none,삼계탕(뚝배기 통닭 백숙),삼계탕은 메인 단일이나 59클래스에 없음(닭백숙·삼계탕 미포함)
orig_p_1779352031574_34.jpg,DROP,scene_nonfood,none,뚝배기 국물(삼계탕 육수)·빈 반찬그릇,"국물만 남고 메인 없음·빈 그릇 위주, 식별 가능한 메인요리 부재"
orig_p_1779352031593_35.jpg,DROP,multi,none,삼계탕·깍두기·오이·풋고추·마늘 등 한상,"삼계탕 두 뚝배기+다수 반찬 펼친 한상차림, 단일 메인 아님"
orig_p_1779352032050_43.jpg,DROP,scene_nonfood,none,오이·풋고추·깍두기·마늘·양념장(반찬류),반찬·양념만 있고 메인요리 없음
orig_p_1779352032126_47.jpg,DROP,multi,none,삼계탕 두 뚝배기·깍두기·풋고추·마늘 등 한상,"삼계탕 뚝배기 2개+다수 반찬 한상차림, 단일 메인 아님"
orig_p_1779352035034_51.jpg,DROP,scene_nonfood,none,오이·풋고추·깍두기·양념장(손에 든 반찬),"반찬만·손이 오이 든 장면, 메인요리 없음"
orig_p_1779352035052_52.jpg,DROP,ood,none,"닭백숙/삼계탕(뚝배기, 통닭+뽀얀 국물), 깍두기, 장아찌",단일 메인이나 통닭 뽀얀국물 백숙/삼계탕은 59클래스에 없음
orig_p_1779352035176_58.jpg,DROP,multi,none,"닭백숙/삼계탕 뚝배기 2개, 깍두기, 마늘, 고추, 양념",탑뷰 한상에 메인 국물 뚝배기 2개+곁들이 다수=멀티
orig_p_1779352035196_59.jpg,DROP,ood,none,"닭백숙/삼계탕(뚝배기, 뽀얀 국물), 깍두기, 청양고추, 장아찌",단일 메인이나 백숙/삼계탕은 59클래스 미포함
orig_p_1779352036532_62.jpg,DROP,multi,none,"닭백숙 뚝배기 2개(뽀얀국물+맑은국물), 핑크음료, 깍두기, 오이",메인 국물 뚝배기 2개+음료+곁들이 다수=멀티
orig_p_1779352040387_72.jpg,DROP,scene_nonfood,none,"거의 비운 뚝배기(국물 잔여+숟가락), 오이, 고추, 깍두기, 마늘",메인이 거의 빈 뚝배기라 식별 가능한 음식 없음=비음식/식사후
orig_p_1779352045072_90.jpg,DROP,ood,none,"닭백숙/삼계탕(뚝배기 통닭+뽀얀 국물), 통깨 양념종지",단일 메인이나 통닭 백숙/삼계탕은 59클래스에 없음
orig_p_1779352131618_19.jpg,KEEP,single_in,korean-red-soup,"뚝배기 빨간 콩나물국(콩나물·콩·고추), 곁들이 반찬 약간","뚝배기 빨간국 단일 메인 1개, 곁들이는 무시 가능"
orig_p_1779352133768_26.jpg,DROP,multi,none,"제육볶음, 밥, 된장국, 계란말이, 김치류, 김, 콩나물무침",제육볶음+밥+국 등 여러 메인의 한상차림
orig_p_1779352136098_49.jpg,DROP,multi,none,"제육볶음, 생선구이, 국, 계란말이, 각종 밑반찬",제육볶음과 생선구이 등 서로 다른 메인 다수의 한상
orig_p_1779352141384_64.jpg,DROP,multi,none,"생선구이, 제육볶음, 밥, 빨간 국, 깻잎·쌈채·각종 반찬","생선구이+제육볶음+밥+국 한상차림, 메인 다수"
orig_p_1779352141494_68.jpg,KEEP,single_in,grilled-fish,"생선구이(통생선 2마리), 미역·나물 약간","흰 접시에 생선구이 단일 메인 1접시, 같은음식이라 single"
orig_p_1779352141538_70.jpg,DROP,multi,none,"생선구이, 제육볶음, 밥, 빨간 국, 깻잎·각종 반찬","생선구이+제육볶음+밥+국 한상차림, 메인 다수"
orig_p_1779352141874_73.jpg,KEEP,single_in,jjigae-red,"뚝배기 빨간 찌개(두부·소고기 들어간 빨간 국물), 곁들이 콩나물무침·조개·김치·상추","뚝배기 빨간 찌개가 단일 메인으로 뚜렷, 나머지는 곁들이 반찬"
orig_p_1779352143052_90.jpg,DROP,scene_nonfood,none,쌈채소(상추·적상추) 한 접시와 숟가락·젓가락,조리된 메인 없이 쌈채소와 수저만 있는 비-메인 장면
orig_p_1779352149693_96.jpg,DROP,ood,none,"계란말이, 계란옷 입힌 소시지(분홍소시지전), 케첩, 옆에 제육볶음","계란말이·소시지전은 59클래스에 없는 반찬류, 단일 메인 부재"
orig_p_1779352235973_1.jpg,DROP,multi,none,"해물파전, 해물 빨간탕, 물냉면, 튀김, 닭볶음/족발류, 치즈요리 등 한상차림",서로 다른 메인 여러 접시의 한상차림
orig_p_1779352235991_2.jpg,DROP,ood,none,"치즈 올린 돌솥 구이(치즈닭갈비/그라탕류), 공기밥, 김치, 콩나물무침, 미역국",치즈 토핑 돌솥 메인이 59클래스에 명확히 안 맞고 밥+국 세트 구성
orig_p_1779352236317_18.jpg,KEEP,single_in,braised-chicken,"빨간 국물의 닭도리탕(깻잎 토핑), 닭고기·양파","닭도리탕이 단일 메인 전골로 뚜렷, braised-chicken에 매핑"
orig_p_1779352236335_19.jpg,KEEP,single_in,hot-pot,"빨간 국물 닭전골(닭볶음탕 류, 양파·애호박)","큰 전골냄비에 빨간 국물 메인 1개 뚜렷, 전골로 매칭"
orig_p_1779352238497_26.jpg,KEEP,single_in,jjigae-red,뚝배기 빨간 닭볶음탕(닭다리·감자),"뚝배기 빨간 찌개 메인 1개, 아래 반찬그릇 끝만 살짝 보임"
orig_p_1779352238541_28.jpg,DROP,multi,none,치즈 올린 뚝배기 찜류 + 뒤에 해물파전,치즈찜 뚝배기와 파전 두 메인이 함께 보임
orig_p_1779352240264_36.jpg,KEEP,single_in,jjigae-red,뚝배기 빨간 매운 찌개(감자·애호박·고기),"뚝배기 빨간 찌개 메인 1개, 옆은 생채소 가니시뿐"
orig_p_1779352240307_38.jpg,KEEP,single_in,savory-pancake,해물파전(전),"팬에 부쳐낸 전 메인 1개 뚜렷, 곁들이 쪽파·간장만"
orig_p_1779352240329_39.jpg,DROP,multi,none,앞 빨간 닭볶음탕 + 뒤 치즈올린 찜 + 공깃밥,빨간 닭볶음탕과 치즈찜 두 메인 한상으로 보임
orig_p_1779352240647_41.jpg,KEEP,single_in,savory-pancake,해물파전(전),"큰 파전 한 장이 메인 단일, 전 클래스에 명확히 부합"
orig_p_1779352240756_46.jpg,KEEP,single_in,jjigae-red,돼지고기 들어간 빨간 찌개(감자·고추),"뚝배기 빨간 찌개 단일, 고기·감자 들어간 빨간찌개로 부합"
orig_p_1779352240801_48.jpg,KEEP,single_in,hot-pot,빨간 국물 전골(대파·버섯·야채),"버너 위 빨간 전골 단일, 전골(hot-pot) 부합 (텍스트 오버레이만 있음)"
orig_p_1779352240824_49.jpg,DROP,ood,none,계란찜,"뚝배기 계란찜, 음식이나 59클래스에 없음"
orig_p_1779352244740_69.jpg,DROP,multi,none,치즈 올린 찜/볶음 + 해물전 + 밥·반찬,치즈요리와 전 등 서로 다른 메인 2접시+ 한상차림
orig_p_1779352248625_73.jpg,DROP,borderline_dropped,none,삶은 닭고기 한 점(백숙/닭한마리)·국물,"젓가락 든 삶은 닭 클로즈업 식사장면, 59클래스에 맞는 단일 메인 불명확"
orig_p_1779352248760_79.jpg,DROP,scene_nonfood,none,"콩나물무침, 무절임(초절임), 미역국, 김치 (모두 반찬)",반찬 4종만 있고 메인요리 접시가 없음
orig_p_1779352248783_80.jpg,DROP,borderline_dropped,none,"치즈 볶음밥 (팬 클로즈업, 먹는 중)","볶음밥이나 불판 익스트림 클로즈업·먹는중 어수선, 깔끔한 단일접시 아님"
orig_p_1779352249174_85.jpg,DROP,ood,none,계란찜 (뚝배기),계란찜은 59클래스에 없음
orig_p_1779352255624_91.jpg,KEEP,single_in,korean-red-soup,빨간 매운탕/육개장풍 빨간국 (뚝배기 1개),"빨간국 단일 뚝배기 뚜렷, 곁들이 없음"
orig_p_1779352255806_99.jpg,DROP,multi,none,"공기밥, 치즈 올린 뚝배기(찜/그라탕풍), 김치, 무절임, 콩나물, 미역국, 김","밥+뚝배기+반찬 여러개 한상차림, 메인 단일 아님"
orig_p_1779352285101_1.jpg,DROP,multi,none,"냉면, 소스돈가스, 전(부침개), 쌀국수/짬뽕풍 빨간국수, 잡곡밥, 김치 등",서로 다른 메인 여러 접시 한상차림
orig_p_1779352285337_13.jpg,DROP,multi,none,비빔/냉라멘 면(계란노른자·소고기·빨간양념) + 큼직한 돈가스 1조각,면 요리와 별도의 큰 돈가스 두 메인이 한 접시에 공존
